date,price,district_id,lot1_surface,lot2_surface,lot3_surface,lot4_surface,lot5_surface,lots,type,surface,rooms,extra,extra_special,land_surface
2018-06-01,129000.0,69003,50.73,0.0,0.0,0.0,0.0,2,apartment,51.0,2,none,no_special,0.0
2018-05-18,260000.0,69006,42.93,0.0,0.0,0.0,0.0,1,apartment,82.0,3,none,no_special,0.0
2018-05-14,640000.0,69006,0.0,0.0,0.0,0.0,0.0,3,apartment,110.0,4,none,no_special,0.0
2018-05-17,421300.0,69006,81.38,0.0,0.0,0.0,0.0,1,apartment,90.0,3,none,no_special,0.0
2018-05-16,324000.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,62.0,3,none,no_special,0.0
2018-05-24,155700.0,69006,0.0,28.3,0.0,0.0,0.0,2,apartment,28.0,1,none,no_special,0.0
2018-05-24,220170.0,69003,0.0,76.2,0.0,0.0,0.0,2,apartment,77.0,4,none,no_special,0.0
2018-05-30,167000.0,69003,35.04,0.0,0.0,0.0,0.0,2,apartment,35.0,2,none,no_special,0.0
2018-05-31,331800.0,69003,0.0,76.08,0.0,0.0,0.0,2,apartment,75.0,4,none,no_special,0.0
2018-05-22,179000.0,69006,0.0,54.24,0.0,0.0,0.0,2,apartment,49.0,2,none,no_special,0.0
2018-06-04,240000.0,69008,0.0,67.54,0.0,0.0,0.0,2,apartment,67.0,3,none,no_special,0.0
2018-05-24,392000.0,69003,85.33,0.0,0.0,0.0,0.0,2,apartment,85.0,3,none,no_special,0.0
2018-05-23,164000.0,69007,30.98,0.0,0.0,0.0,0.0,1,apartment,31.0,2,none,no_special,0.0
2018-05-16,213680.0,69008,105.53,0.0,0.0,0.0,0.0,1,apartment,102.0,5,none,no_special,0.0
2018-05-21,364000.0,69003,92.61,0.0,0.0,0.0,0.0,2,apartment,101.0,4,none,no_special,0.0
2018-05-31,243000.0,69008,63.72,0.0,0.0,0.0,0.0,1,apartment,63.0,3,none,no_special,0.0
2018-06-05,389200.0,69008,71.87,0.0,0.0,0.0,0.0,1,house,73.0,3,none,no_special,0.0
2018-05-22,251450.0,69007,46.36,0.0,0.0,0.0,0.0,1,apartment,45.0,2,none,no_special,0.0
2018-05-25,412800.0,69008,0.0,0.0,0.0,0.0,0.0,0,house,101.0,4,ground,no_special,134.0
2018-05-17,225950.0,69008,0.0,0.0,0.0,0.0,0.0,2,apartment,81.0,4,none,no_special,0.0
2018-05-17,198000.0,69003,48.97,0.0,0.0,0.0,0.0,1,apartment,49.0,2,none,no_special,0.0
2018-05-29,205000.0,69008,0.0,63.65,0.0,0.0,0.0,2,apartment,63.0,4,none,no_special,0.0
2018-05-18,176000.0,69003,0.0,0.0,0.0,0.0,0.0,2,apartment,47.0,2,none,no_special,0.0
2018-05-31,225000.0,69003,60.47,0.0,0.0,0.0,0.0,2,apartment,60.0,3,none,no_special,0.0
2018-06-05,155000.0,69003,46.19,0.0,0.0,0.0,0.0,1,apartment,31.0,1,none,no_special,0.0
2018-05-23,585000.0,69008,0.0,0.0,0.0,0.0,0.0,4,apartment,140.0,6,none,no_special,0.0
2018-05-24,240000.0,69003,42.69,0.0,0.0,0.0,0.0,1,apartment,43.0,2,none,no_special,0.0
2018-05-26,118260.0,69003,0.0,0.0,0.0,0.0,0.0,2,apartment,35.0,3,none,no_special,0.0
2018-05-14,1528700.0,69006,0.0,187.1,0.0,0.0,0.0,3,apartment,186.0,7,none,no_special,0.0
2018-05-24,420000.0,69006,84.11,0.0,0.0,0.0,0.0,1,apartment,93.0,3,none,no_special,0.0
2018-06-04,110000.0,69003,0.0,33.04,0.0,0.0,0.0,2,apartment,33.0,1,none,no_special,0.0
2018-06-04,275000.0,69006,57.88,0.0,0.0,0.0,0.0,1,apartment,59.0,3,none,no_special,0.0
2018-05-23,113000.0,69003,30.36,0.0,0.0,0.0,0.0,1,apartment,30.0,1,none,no_special,0.0
2018-05-28,255000.0,69003,0.0,68.58,0.0,0.0,0.0,2,apartment,68.0,3,none,no_special,0.0
2018-05-29,138700.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,25.0,1,none,no_special,0.0
2018-05-17,157150.0,69008,67.78,0.0,0.0,0.0,0.0,1,apartment,72.0,3,none,no_special,0.0
2018-06-07,350000.0,69007,0.0,102.15,0.0,0.0,0.0,2,apartment,104.0,4,none,no_special,0.0
2018-06-01,228350.0,69007,48.05,0.0,0.0,0.0,0.0,3,apartment,51.0,2,none,no_special,0.0
2018-05-23,225250.0,69003,0.0,64.39,0.0,0.0,0.0,2,apartment,74.0,3,none,no_special,0.0
2018-05-18,287530.0,69008,0.0,73.59,0.0,0.0,0.0,2,apartment,75.0,3,none,no_special,0.0
2018-06-01,138000.0,69007,0.0,0.0,37.16,0.0,0.0,3,apartment,36.0,1,none,no_special,0.0
2018-04-16,209000.0,69007,0.0,71.11,0.0,0.0,0.0,2,apartment,71.0,3,none,no_special,0.0
2018-05-24,204000.0,69007,69.02,0.0,0.0,0.0,0.0,1,apartment,67.0,3,none,no_special,0.0
2018-06-01,325000.0,69006,86.46,0.0,0.0,0.0,0.0,2,apartment,87.0,4,none,no_special,0.0
2018-05-22,207500.0,69008,48.86,0.0,0.0,0.0,0.0,1,apartment,49.0,2,none,no_special,0.0
2018-06-01,217000.0,69007,56.14,0.0,0.0,0.0,0.0,1,apartment,62.0,4,none,no_special,0.0
2018-06-04,587780.0,69006,0.0,100.55,0.0,0.0,0.0,2,apartment,99.0,4,none,no_special,0.0
2018-05-31,254000.0,69007,62.88,0.0,0.0,0.0,0.0,1,apartment,63.0,3,none,no_special,0.0
2018-06-01,182000.0,69003,61.23,0.0,0.0,0.0,0.0,1,apartment,60.0,3,none,no_special,0.0
2018-06-11,200000.0,69003,60.59,0.0,0.0,0.0,0.0,1,apartment,57.0,2,none,no_special,0.0
2018-05-18,168000.0,69007,34.29,0.0,0.0,0.0,0.0,1,apartment,40.0,2,none,no_special,0.0
2018-05-24,278240.0,69007,83.75,0.0,0.0,0.0,0.0,2,apartment,85.0,3,none,no_special,0.0
2018-05-31,119000.0,69006,24.15,0.0,0.0,0.0,0.0,1,apartment,24.0,2,none,no_special,0.0
2018-05-31,108000.0,69003,20.88,0.0,0.0,0.0,0.0,1,apartment,29.0,1,none,no_special,0.0
2018-06-13,104050.0,69008,0.0,0.0,0.0,0.0,0.0,2,apartment,54.0,3,none,no_special,0.0
2018-06-12,146930.0,69006,24.27,0.0,0.0,0.0,0.0,1,apartment,27.0,1,none,no_special,0.0
2018-05-24,180000.0,69008,0.0,0.0,0.0,0.0,0.0,2,apartment,56.0,2,none,no_special,0.0
2018-06-04,635000.0,69008,124.5,0.0,0.0,0.0,0.0,1,apartment,127.0,5,none,no_special,0.0
2018-06-07,900000.0,69003,0.0,0.0,0.0,0.0,0.0,0,house,100.0,4,ground,no_special,343.0
2018-06-07,900000.0,69003,0.0,0.0,0.0,0.0,0.0,0,house,45.0,3,ground,no_special,343.0
2018-05-29,127000.0,69006,30.0,0.0,0.0,0.0,0.0,1,apartment,33.0,1,none,no_special,0.0
2018-05-31,204000.0,69003,0.0,0.0,0.0,0.0,0.0,1,apartment,67.0,3,none,no_special,0.0
2018-05-31,204000.0,69003,67.4,0.0,0.0,0.0,0.0,1,apartment,67.0,3,none,no_special,0.0
2018-05-21,194000.0,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,45.0,2,none,no_special,0.0
2018-05-21,174000.0,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,41.0,2,none,no_special,0.0
2018-05-18,120000.0,69008,0.0,0.0,0.0,0.0,0.0,2,apartment,68.0,3,none,no_special,0.0
2018-05-23,156491.67,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,37.0,2,none,no_special,0.0
2018-05-23,270000.0,69006,0.0,97.7,0.0,0.0,0.0,2,apartment,96.0,5,none,no_special,0.0
2018-05-15,301240.0,69008,70.66,0.0,0.0,0.0,0.0,1,apartment,70.0,3,none,no_special,0.0
2018-05-29,180000.0,69008,58.65,0.0,0.0,0.0,0.0,1,apartment,58.0,2,none,no_special,0.0
2018-05-24,177700.0,69003,0.0,46.81,0.0,0.0,0.0,2,apartment,46.0,2,none,no_special,0.0
2018-06-11,140000.0,69008,47.68,0.0,0.0,0.0,0.0,1,apartment,47.0,2,none,no_special,0.0
2018-05-21,337140.0,69003,0.0,78.22,0.0,0.0,0.0,2,apartment,79.0,4,none,no_special,0.0
2018-06-01,646400.0,69006,0.0,113.58,0.0,0.0,0.0,2,apartment,121.0,6,none,no_special,0.0
2018-06-01,324350.0,69006,68.1,0.0,0.0,0.0,0.0,2,apartment,70.0,2,none,no_special,0.0
2018-05-30,538000.0,69003,135.21,0.0,0.0,0.0,0.0,1,apartment,90.0,4,none,no_special,0.0
2018-05-30,285000.0,69006,65.14,0.0,0.0,0.0,0.0,2,apartment,66.0,2,none,no_special,0.0
2018-06-04,150000.0,69003,0.0,45.9,0.0,0.0,0.0,2,apartment,45.0,2,none,no_special,0.0
2018-05-26,1050000.0,69008,0.0,0.0,0.0,0.0,0.0,0,apartment,38.0,1,ground,no_special,376.0
2018-05-26,1050000.0,69008,0.0,0.0,0.0,0.0,0.0,0,apartment,50.0,2,ground,no_special,376.0
2018-05-26,1050000.0,69008,0.0,0.0,0.0,0.0,0.0,0,apartment,41.0,1,ground,no_special,376.0
2018-05-26,1050000.0,69008,0.0,0.0,0.0,0.0,0.0,0,apartment,41.0,1,ground,no_special,376.0
2018-05-26,1050000.0,69008,0.0,0.0,0.0,0.0,0.0,0,apartment,38.0,1,ground,no_special,376.0
2018-05-26,1050000.0,69008,0.0,0.0,0.0,0.0,0.0,0,apartment,41.0,1,ground,no_special,376.0
2018-05-26,1050000.0,69008,0.0,0.0,0.0,0.0,0.0,0,apartment,41.0,1,ground,no_special,376.0
2018-05-26,1050000.0,69008,0.0,0.0,0.0,0.0,0.0,0,apartment,38.0,1,ground,no_special,376.0
2018-05-26,1050000.0,69008,0.0,0.0,0.0,0.0,0.0,0,apartment,41.0,1,ground,no_special,376.0
2018-05-26,1050000.0,69008,0.0,0.0,0.0,0.0,0.0,0,apartment,41.0,1,ground,no_special,376.0
2018-05-26,1050000.0,69008,0.0,0.0,0.0,0.0,0.0,0,apartment,41.0,1,ground,no_special,376.0
2018-05-26,1050000.0,69008,0.0,0.0,0.0,0.0,0.0,0,house,57.0,3,ground,no_special,376.0
2018-06-06,167000.0,69008,89.5,0.0,0.0,0.0,0.0,1,apartment,88.0,4,none,no_special,0.0
2018-06-08,136000.0,69007,0.0,34.09,0.0,0.0,0.0,2,apartment,40.0,2,none,no_special,0.0
2018-06-08,717290.0,69006,0.0,0.0,0.0,0.0,0.0,2,apartment,116.0,5,none,no_special,0.0
2018-05-28,227000.0,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,45.0,2,none,no_special,0.0
2018-05-28,426000.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,88.0,4,none,no_special,0.0
2018-05-29,334075.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,68.0,1,none,no_special,0.0
2018-05-28,321500.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,60.0,3,none,no_special,0.0
2018-05-31,437000.0,69003,84.0,0.0,0.0,0.0,0.0,1,apartment,84.0,4,none,no_special,0.0
2018-06-01,705000.0,69003,0.0,0.0,0.0,0.0,0.0,2,apartment,121.0,5,none,no_special,0.0
2018-06-08,142000.0,69008,49.5,0.0,0.0,0.0,0.0,1,apartment,49.0,2,none,no_special,0.0
2018-05-28,405000.0,69008,87.37,0.0,0.0,0.0,0.0,1,apartment,87.0,4,none,no_special,0.0
2018-05-31,466000.0,69008,81.3,0.0,0.0,0.0,0.0,1,apartment,81.0,4,none,no_special,0.0
2018-05-23,160000.0,69003,0.0,0.0,0.0,0.0,0.0,2,apartment,54.0,2,none,no_special,0.0
2018-06-04,140000.0,69008,0.0,68.2,0.0,0.0,0.0,2,apartment,70.0,4,none,no_special,0.0
2018-06-06,260000.0,69007,0.0,0.0,0.0,0.0,0.0,2,apartment,77.0,4,none,no_special,0.0
2018-05-28,217500.0,69003,55.2,0.0,0.0,0.0,0.0,1,apartment,62.0,2,none,no_special,0.0
2018-05-24,380900.0,69006,64.0,0.0,0.0,0.0,0.0,2,apartment,65.0,2,none,no_special,0.0
2018-06-04,232500.0,69008,75.62,0.0,0.0,0.0,0.0,2,apartment,76.0,2,none,no_special,0.0
2018-05-18,518000.0,69003,132.15,0.0,0.0,0.0,0.0,1,apartment,133.0,5,none,no_special,0.0
2018-06-12,235000.0,69007,56.2,0.0,0.0,0.0,0.0,1,apartment,48.0,2,none,no_special,0.0
2018-06-18,172000.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,37.0,2,none,no_special,0.0
2018-05-24,255000.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,41.0,2,none,no_special,0.0
2018-05-31,167000.0,69003,0.0,0.0,0.0,0.0,0.0,2,apartment,64.0,2,none,no_special,0.0
2018-05-25,535000.0,69006,117.41,0.0,0.0,0.0,0.0,2,apartment,110.0,5,none,no_special,0.0
2018-06-16,130000.0,69007,0.0,0.0,0.0,0.0,0.0,2,apartment,25.0,1,none,no_special,0.0
2018-06-01,162000.0,69003,38.85,0.0,0.0,0.0,0.0,1,apartment,39.0,2,none,no_special,0.0
2018-06-01,130000.0,69008,37.32,0.0,0.0,0.0,0.0,1,apartment,38.0,1,none,no_special,0.0
2018-06-04,243900.0,69007,0.0,56.44,56.44,0.0,0.0,3,apartment,59.0,3,none,no_special,0.0
2018-06-12,414000.0,69007,104.43,0.0,0.0,0.0,0.0,1,apartment,104.0,5,none,no_special,0.0
2018-05-31,141000.0,69006,21.6,0.0,0.0,0.0,0.0,1,apartment,23.0,1,none,no_special,0.0
2018-06-08,205000.0,69007,64.69,0.0,0.0,0.0,0.0,1,apartment,65.0,4,none,no_special,0.0
2018-06-04,340000.0,69003,86.05,0.0,0.0,0.0,0.0,1,apartment,86.0,4,none,no_special,0.0
2018-06-08,280200.0,69007,88.78,0.0,0.0,0.0,0.0,2,apartment,89.0,4,none,no_special,0.0
2018-05-30,418250.0,69006,0.0,97.59,0.0,0.0,0.0,2,apartment,99.0,4,none,no_special,0.0
2018-06-04,441500.0,69007,0.0,96.26,0.0,0.0,0.0,2,apartment,94.0,4,none,no_special,0.0
2018-06-06,330390.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,64.0,3,none,no_special,0.0
2018-05-22,427000.0,69003,0.0,96.19,0.0,0.0,0.0,2,apartment,95.0,4,none,no_special,0.0
2018-05-30,131800.0,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,81.0,4,none,no_special,0.0
2018-06-01,640500.0,69008,141.74,0.0,0.0,0.0,0.0,1,apartment,142.0,5,none,no_special,0.0
2018-05-30,205000.0,69003,49.63,0.0,0.0,0.0,0.0,1,apartment,49.0,2,none,no_special,0.0
2018-06-18,127400.0,69003,0.0,0.0,0.0,0.0,0.0,2,apartment,32.0,2,none,no_special,0.0
2018-06-06,526557.0,69006,91.06,0.0,0.0,0.0,0.0,1,apartment,90.0,3,none,no_special,0.0
2018-06-15,451876.0,69006,79.5,0.0,0.0,0.0,0.0,1,apartment,79.0,3,none,no_special,0.0
2018-05-31,340000.0,69003,0.0,72.1,0.0,0.0,0.0,2,apartment,69.0,3,none,no_special,0.0
2018-05-23,250000.0,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,85.0,4,none,no_special,0.0
2018-05-23,250000.0,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,81.0,4,none,no_special,0.0
2018-06-01,537000.0,69008,98.0,0.0,0.0,0.0,0.0,1,apartment,99.0,4,none,no_special,0.0
2018-05-25,356500.0,69006,76.85,0.0,0.0,0.0,0.0,1,apartment,75.0,3,none,no_special,0.0
2018-06-01,307000.0,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,61.0,3,none,no_special,0.0
2018-05-29,150000.0,69006,28.7,0.0,0.0,0.0,0.0,1,apartment,30.0,2,none,no_special,0.0
2018-05-24,281100.0,69006,45.0,0.0,0.0,0.0,0.0,1,apartment,46.0,2,none,no_special,0.0
2018-06-19,450000.0,69006,98.4,0.0,0.0,0.0,0.0,2,apartment,98.0,5,none,no_special,0.0
2018-05-30,159500.0,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,46.0,2,none,no_special,0.0
2018-06-14,482580.0,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,101.0,5,none,no_special,0.0
2018-06-18,650475.0,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,111.0,5,none,no_special,0.0
2018-05-30,205000.0,69008,65.39,0.0,0.0,0.0,0.0,1,apartment,65.0,3,none,no_special,0.0
2018-06-12,112000.0,69003,20.91,0.0,0.0,0.0,0.0,1,apartment,19.0,1,none,no_special,0.0
2018-06-13,152366.0,69003,0.0,44.62,0.0,0.0,0.0,2,apartment,43.0,2,none,no_special,0.0
2018-05-30,410000.0,69006,86.96,0.0,0.0,0.0,0.0,1,apartment,88.0,4,none,no_special,0.0
2018-05-31,1210000.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,72.0,3,none,no_special,0.0
2018-05-31,1210000.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,87.0,4,none,no_special,0.0
2018-05-31,1210000.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,77.0,3,none,no_special,0.0
2018-05-31,1210000.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,72.0,3,none,no_special,0.0
2018-05-31,1210000.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,77.0,4,none,no_special,0.0
2018-06-11,134000.0,69006,0.0,0.0,0.0,0.0,0.0,1,apartment,23.0,1,none,no_special,0.0
2018-05-25,205000.0,69003,0.0,0.0,0.0,0.0,0.0,2,apartment,68.0,3,none,no_special,0.0
2018-05-28,244000.0,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,62.0,3,none,no_special,0.0
2018-05-25,176000.0,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,40.0,2,none,no_special,0.0
2018-05-28,248000.0,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,61.0,3,none,no_special,0.0
2018-05-24,186000.0,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,45.0,2,none,no_special,0.0
2018-05-25,212758.0,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,62.0,3,none,no_special,0.0
2018-05-24,105000.0,69006,24.02,0.0,0.0,0.0,0.0,1,apartment,24.0,1,none,no_special,0.0
2018-05-28,184000.0,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,38.0,2,none,no_special,0.0
2018-05-28,380000.0,69006,0.0,0.0,0.0,0.0,0.0,2,apartment,79.0,4,none,no_special,0.0
2018-06-08,212000.0,69003,0.0,0.0,0.0,0.0,0.0,1,apartment,41.0,2,none,no_special,0.0
2018-06-08,159000.0,69008,47.92,0.0,0.0,0.0,0.0,2,apartment,47.0,1,none,no_special,0.0
2018-05-29,192000.0,69003,0.0,48.74,0.0,0.0,0.0,2,apartment,47.0,2,none,no_special,0.0
2018-06-13,305250.0,69003,0.0,72.16,0.0,0.0,0.0,2,apartment,71.0,3,none,no_special,0.0
2018-06-18,193000.0,69008,71.41,0.0,0.0,0.0,0.0,1,apartment,70.0,3,none,no_special,0.0
2018-06-12,192000.0,69006,55.03,0.0,0.0,0.0,0.0,2,apartment,58.0,3,none,no_special,0.0
2018-06-19,840000.0,69006,0.0,0.0,148.55,0.0,0.0,3,apartment,167.0,5,none,no_special,0.0
2018-06-13,158000.0,69003,0.0,49.03,0.0,0.0,0.0,2,apartment,48.0,2,none,no_special,0.0
2018-06-14,376000.0,69003,85.57,0.0,0.0,0.0,0.0,1,apartment,85.0,4,none,no_special,0.0
2018-06-05,295000.0,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,62.0,3,none,no_special,0.0
2018-05-31,385000.0,69008,0.0,0.0,0.0,0.0,0.0,1,apartment,85.0,4,none,no_special,0.0
2018-06-18,117500.0,69008,0.0,55.95,0.0,0.0,0.0,2,apartment,58.0,3,none,no_special,0.0
2018-06-07,169000.0,69008,0.0,94.91,0.0,0.0,0.0,2,apartment,97.0,5,none,no_special,0.0
2018-05-31,552000.0,69008,102.0,0.0,0.0,0.0,0.0,1,apartment,102.0,5,none,no_special,0.0
2018-05-31,492000.0,69008,91.0,0.0,0.0,0.0,0.0,1,apartment,91.0,4,none,no_special,0.0
2018-05-31,510000.0,69003,118.57,0.0,0.0,0.0,0.0,1,house,115.0,5,none,no_special,0.0
2018-06-04,613000.0,69006,114.57,0.0,0.0,0.0,0.0,2,apartment,115.0,5,none,no_special,0.0
2018-06-07,401500.0,69006,0.0,87.12,0.0,0.0,0.0,2,apartment,80.0,3,none,no_special,0.0
2018-06-13,630300.0,69003,135.07,0.0,0.0,0.0,0.0,2,apartment,144.0,4,none,no_special,0.0
2018-05-28,132600.0,69003,34.92,0.0,0.0,0.0,0.0,2,apartment,35.0,1,none,no_special,0.0
2018-06-01,408000.0,69003,82.72,0.0,0.0,0.0,0.0,1,apartment,82.0,4,none,no_special,0.0
2018-06-19,480000.0,69006,145.68,0.0,0.0,0.0,0.0,3,apartment,131.0,4,none,no_special,0.0
2018-06-15,392000.0,69003,86.49,0.0,0.0,0.0,0.0,1,apartment,87.0,4,none,no_special,0.0
2018-05-31,110000.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,25.0,1,none,no_special,0.0
2018-05-31,110000.0,69007,42.6,0.0,0.0,0.0,0.0,3,apartment,43.0,1,none,no_special,0.0
2018-06-14,173000.0,69007,0.0,0.0,0.0,0.0,0.0,3,apartment,56.0,2,none,no_special,0.0
2018-06-08,106000.0,69008,0.0,0.0,0.0,0.0,0.0,2,apartment,24.0,1,none,no_special,0.0
2018-06-14,278000.0,69007,0.0,78.85,0.0,0.0,0.0,2,apartment,78.0,3,none,no_special,0.0
2018-06-04,144000.0,69003,0.0,0.0,0.0,0.0,0.0,0,house,159.0,6,none,no_special,593.0
2018-06-05,241600.0,69008,0.0,0.0,0.0,0.0,0.0,2,apartment,51.0,2,none,no_special,0.0
2018-05-31,412000.0,69003,106.55,0.0,0.0,0.0,0.0,1,apartment,106.0,5,none,no_special,0.0
2018-06-15,156300.0,69008,33.64,0.0,0.0,0.0,0.0,1,apartment,33.0,2,none,no_special,0.0
2018-06-13,167010.0,69003,42.67,0.0,0.0,0.0,0.0,1,apartment,46.0,2,none,no_special,0.0
2018-06-08,250000.0,69003,76.67,0.0,0.0,0.0,0.0,1,apartment,75.0,2,none,no_special,0.0
2018-06-14,408500.0,69006,0.0,76.5,0.0,0.0,0.0,2,apartment,75.0,3,none,no_special,0.0
2018-06-08,230100.0,69007,0.0,62.01,0.0,0.0,0.0,2,apartment,33.0,1,none,no_special,0.0
2018-06-08,230100.0,69007,62.01,0.0,0.0,0.0,0.0,1,apartment,27.0,1,none,no_special,0.0
2018-06-11,115000.0,69008,58.38,0.0,0.0,0.0,0.0,2,apartment,57.0,3,none,no_special,0.0
2018-05-31,215000.0,69006,0.0,53.8,0.0,0.0,0.0,2,apartment,53.0,2,none,no_special,0.0
2018-06-14,347000.0,69007,86.87,0.0,0.0,0.0,0.0,1,apartment,87.0,4,none,no_special,0.0
2018-06-14,296500.0,69003,79.71,0.0,0.0,0.0,0.0,1,apartment,80.0,4,none,no_special,0.0
2018-06-19,170000.0,69003,0.0,51.88,0.0,0.0,0.0,2,apartment,52.0,2,none,no_special,0.0
2018-06-01,180500.0,69003,59.01,0.0,0.0,0.0,0.0,1,apartment,60.0,2,none,no_special,0.0
2018-06-13,266300.0,69007,0.0,0.0,0.0,0.0,0.0,2,apartment,79.0,2,none,no_special,0.0
2018-06-22,150000.0,69008,59.62,0.0,0.0,0.0,0.0,2,apartment,65.0,3,none,no_special,0.0
2018-06-08,110700.0,69008,0.0,39.31,0.0,0.0,0.0,2,apartment,42.0,1,none,no_special,0.0
2018-06-11,315000.0,69007,70.81,0.0,0.0,0.0,0.0,1,apartment,75.0,2,none,no_special,0.0
2018-06-11,298000.0,69003,78.03,0.0,0.0,0.0,0.0,1,apartment,77.0,3,none,no_special,0.0
2018-06-11,298000.0,69003,0.0,0.0,0.0,0.0,0.0,1,apartment,104.0,4,none,no_special,0.0
2018-06-20,321900.0,69006,79.2,0.0,0.0,0.0,0.0,1,apartment,77.0,3,none,no_special,0.0
2018-06-20,129000.0,69008,0.0,69.3,0.0,0.0,0.0,2,apartment,69.0,3,none,no_special,0.0
2018-06-12,155000.0,69006,35.63,0.0,0.0,0.0,0.0,3,apartment,48.0,1,none,no_special,0.0
2018-06-19,180000.0,69007,65.73,0.0,0.0,0.0,0.0,1,apartment,65.0,4,none,no_special,0.0
2018-06-12,163000.0,69007,39.29,0.0,0.0,0.0,0.0,1,apartment,41.0,2,none,no_special,0.0
2018-06-11,195000.0,69006,0.0,0.0,0.0,0.0,0.0,2,apartment,53.0,2,none,no_special,0.0
2018-06-19,307900.0,69003,0.0,66.31,0.0,0.0,0.0,2,apartment,67.0,3,none,no_special,0.0
2018-06-21,168000.0,69008,42.59,0.0,0.0,0.0,0.0,1,apartment,42.0,2,none,no_special,0.0
2018-06-20,135900.0,69007,27.32,0.0,0.0,0.0,0.0,1,apartment,27.0,1,none,no_special,0.0
2018-06-22,350000.0,69003,69.17,0.0,0.0,0.0,0.0,1,apartment,69.0,2,none,no_special,0.0
2018-06-08,836700.0,69006,0.0,0.0,161.04,0.0,0.0,3,apartment,167.0,4,none,no_special,0.0
2018-06-11,352000.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,78.0,4,none,no_special,0.0
2018-05-28,363100.0,69008,0.0,0.0,0.0,0.0,0.0,0,house,105.0,4,ground,no_special,285.0
2018-06-08,310000.0,69003,0.0,85.06,0.0,0.0,0.0,2,apartment,84.0,4,none,no_special,0.0
2018-05-31,335740.0,69006,0.0,0.0,0.0,0.0,0.0,5,apartment,64.0,4,none,no_special,0.0
2018-06-15,172000.0,69003,44.93,0.0,0.0,0.0,0.0,1,apartment,45.0,2,none,no_special,0.0
2018-06-21,200455.0,69003,52.29,0.0,0.0,0.0,0.0,1,apartment,52.0,2,none,no_special,0.0
2018-06-06,650000.0,69003,119.47,0.0,0.0,0.0,0.0,1,apartment,122.0,1,none,no_special,0.0
2018-06-07,421000.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,77.0,4,none,no_special,0.0
2018-06-26,579800.0,69008,0.0,127.02,0.0,0.0,0.0,2,apartment,126.0,4,none,no_special,0.0
2018-06-08,959750.0,69006,155.8,0.0,0.0,0.0,0.0,2,apartment,150.0,5,none,no_special,0.0
2018-06-13,216000.0,69007,39.3,0.0,0.0,0.0,0.0,1,apartment,54.0,3,none,no_special,0.0
2018-06-04,265600.0,69007,65.31,0.0,0.0,0.0,0.0,2,apartment,66.0,3,none,no_special,0.0
2018-06-11,200000.0,69003,46.66,0.0,0.0,0.0,0.0,1,apartment,46.0,2,none,no_special,0.0
2018-06-12,165000.0,69008,48.06,0.0,0.0,0.0,0.0,2,apartment,57.0,2,none,no_special,0.0
2018-06-06,755000.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,146.0,5,none,no_special,0.0
2018-06-11,257000.0,69008,44.0,0.0,0.0,0.0,0.0,1,apartment,44.0,2,none,no_special,0.0
2018-06-06,285000.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,60.0,3,none,no_special,0.0
2018-06-21,105300.0,69008,68.0,0.0,0.0,0.0,0.0,2,apartment,68.0,4,none,no_special,0.0
2018-06-08,317000.0,69007,0.0,0.0,0.0,0.0,0.0,1,apartment,64.0,3,none,no_special,0.0
2018-06-07,242000.0,69003,0.0,74.72,0.0,0.0,0.0,2,apartment,37.0,1,none,no_special,0.0
